artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
Winslow Homer,1897,genre painting,1800,1278,727455,wikiart,Realism,Girl on a Swing,train_and_test,TRUE,31917.jpg
Shibata Zeshin,1860,flower painting,1769,1300,825177,wikiart,Ukiyo-e,Morning Glories,train_and_test,TRUE,17725.jpg
Erte,,genre painting,1681,1368,149283,wikiart,Art Deco,Mystery of the Courtesan,train_and_test,TRUE,36664.jpg
Rene Magritte,1927,symbolic painting,1305,1762,234189,wikiart,Surrealism,The meaning of night,train_and_test,TRUE,29693.jpg
Konstantin Yuon,1924,genre painting,1799,1278,778648,wikiart,Socialist Realism,Building,train_and_test,TRUE,32374.jpg
Edvard Munch,1915,sketch and study,1582,1453,324788,wikiart,Expressionism,Workers on Their Way Home,train_and_test,TRUE,17465.jpg
Nicholas Roerich,1922,cloudscape,1800,1277,1110813,wikiart,Symbolism,White cloud,train_and_test,TRUE,74513.jpg
Henri Matisse,1919,genre painting,1254,1833,353468,wikiart,Expressionism,Woman with a Green Parasol on a Balcony ,train_and_test,TRUE,53412.jpg
Andrei Rublev,1408,religious painting,1300,1768,661441,wikiart,Byzantine,Harrowing of Hell,train_and_test,TRUE,95809.jpg
Honore Daumier,,genre painting,1772,1297,296337,wikiart,Romanticism,Amateurs in an Exposure,train_and_test,TRUE,13921.jpg
John Austen,,,1496,1536,232681,wikiart,,Hamlet,train_and_test,TRUE,77150.jpg
Olga Rozanova,1913,illustration,1436,1600,1147660,wikiart,,Magazine  Souz Molodyozhi [Union of Youth],train_only,TRUE,66766.jpg
Eugene Delacroix,1832,sketch and study,1256,1829,389601,wikiart,Romanticism,City wall of Meknes (Morocco from the sketchbook),train_and_test,TRUE,57810.jpg
Auguste Herbin,,landscape,1364,1684,281767,wikiart,Cubism,Villaggio di collina,train_and_test,TRUE,40048.jpg
Andre Derain,1906,genre painting,1377,1668,272504,wikiart,Fauvism,The Dance,train_and_test,TRUE,102896.jpg
Konstantin Makovsky,1886,allegorical painting,1215,1890,875100,wikiart,Academicism,The Muse of Poesie,train_and_test,TRUE,91714.jpg
Leon Ferrari,1981,abstract,1495,1536,213079,wikiart,Conceptual Art,Roundabout I,train_and_test,TRUE,62748.jpg
Theodor Severin Kittelsen,,sketch and study,1893,1213,278480,wikiart,Realism,Letter to Skredsvig,train_and_test,TRUE,25172.jpg
Vasily Perov,1874,genre painting,1435,1600,937282,wikiart,Realism,Old Parents Visiting the Grave of Their Son,train_and_test,TRUE,10675.jpg
Duccio,1311,religious painting,1400,1640,788828,wikiart,Proto Renaissance,Madonna and Child on a throne (Front side fragment),train_and_test,TRUE,16893.jpg
Nicholas Roerich,1912,religious painting,1800,1275,2212809,wikiart,Art Nouveau (Modern),The Last Angel,train_and_test,TRUE,42489.jpg
Katsushika Hokusai,,still life,1436,1598,673700,wikiart,Ukiyo-e,A leather Pouch with kagami,train_and_test,TRUE,21320.jpg
Duccio,1311,religious painting,1400,1639,861331,wikiart,Proto Renaissance,Apostle Jacob,train_and_test,TRUE,85752.jpg
Andrea del Sarto,,sketch and study,1648,1392,1167220,wikiart,High Renaissance,Study of the Figures behind a Balustrade,train_and_test,TRUE,70541.jpg
Vasily Perov,1867,genre painting,1301,1763,1112582,wikiart,Realism,Art teacher ,train_and_test,TRUE,56283.jpg
Raphael Kirchner,,design,1200,1911,179302,wikiart,Art Nouveau (Modern),Single Items,train_and_test,TRUE,81789.jpg
Theo van Doesburg,c.1915,portrait,1200,1911,399957,wikiart,Expressionism,Portrait of Lena Milius,train_and_test,TRUE,71521.jpg
Richard Diebenkorn,,abstract,1308,1753,321661,wikiart,Abstract Expressionism,Urbana No. 4,train_and_test,TRUE,28381.jpg
Erte,,design,1165,1968,120143,wikiart,Art Deco,Contessa,train_and_test,TRUE,9854.jpg
Alphonse Mucha,,sketch and study,1165,1968,537199,wikiart,Art Nouveau (Modern),Study of a Woman Sitting in an Armchair,train_and_test,TRUE,79223.jpg
Nicolas Poussin,1640,genre painting,1700,1348,1067960,wikiart,Classicism,Extreme Unction,train_and_test,TRUE,44758.jpg
Masaccio,1423,religious painting,1180,1942,1364181,wikiart,Early Renaissance,San Giovenale Triptych. Central panel,train_only,TRUE,42531.jpg
Maurice Prendergast,c.1919,nude painting (nu),1824,1256,367493,wikiart,Naïve Art (Primitivism),Bathers,train_and_test,TRUE,97429.jpg
Maki Haku,,figurative,1527,1500,97855,wikiart,Sōsaku hanga,Poem 70-6 (Turtle),train_only,TRUE,83482.jpg
Utagawa Kuniyoshi,,genre painting,1215,1885,616450,wikiart,Ukiyo-e,Osho Catches Fish for his Stepmother,train_and_test,TRUE,93178.jpg
John Ruskin,1870,sketch and study,1684,1360,1135289,wikiart,Romanticism,Eagle's head from life ,train_and_test,TRUE,31574.jpg
Jean Auguste Dominique Ingres,1834,religious painting,1302,1759,412578,wikiart,Neoclassicism,Study for The Martyrdom of St. Symphorien,train_and_test,TRUE,26109.jpg
Eugene Boudin,1863,genre painting,1949,1175,517690,wikiart,Realism,"Beach Scene, Trouville",train_and_test,TRUE,98848.jpg
Lev Lagorio,1891,battle painting,1908,1200,317749,wikiart,Romanticism,Defense of Bayazet (Doğubeyazıt) ,train_and_test,TRUE,82137.jpg
Georgia O'Keeffe,1944,abstract,1693,1352,186907,wikiart,Precisionism,Black Place II,train_and_test,TRUE,78956.jpg
Johan Hendrik Weissenbruch,1854,landscape,1747,1310,1714686,wikiart,Realism,At Elshout Sun,train_and_test,TRUE,19161.jpg
Vasily Perov,,sketch and study,1430,1600,862807,wikiart,Realism,The head of Pugachev. Sketch,train_and_test,TRUE,67551.jpg
Pablo Picasso,1906,genre painting,1793,1276,383905,wikiart,Symbolism,Harlequin's death,train_and_test,TRUE,7569.jpg
Francois Boucher,1735,mythological painting,1352,1692,800571,wikiart,Rococo,Hercules and Omfala,train_only,TRUE,4070.jpg
Vasily Perov,1874,portrait,1299,1761,1278804,wikiart,Realism,Old man,train_and_test,TRUE,17941.jpg
Giacomo Balla,1912,abstract,1666,1373,466289,wikiart,Futurism,Speeding Automobile,train_only,TRUE,50161.jpg
Giorgio de Chirico,,allegorical painting,1688,1355,282662,wikiart,Metaphysical art,Eternity of a moment,train_and_test,TRUE,68111.jpg
George Frederick Watts,1834,portrait,1256,1820,283268,wikipedia,Romanticism,Self-Portrait as a Young Man,train_and_test,TRUE,13670.jpg
Otto Dix,,vanitas,1295,1765,356022,wikiart,Expressionism,Artwork,train_and_test,TRUE,22512.jpg
Konstantin Yuon,1926,history painting,1875,1219,1034288,wikiart,Socialist Realism,Before entering into Kremlin. Nikolsky Gate 2 (15) November 1917,train_and_test,TRUE,71094.jpg
Patrick Caulfield,1976,still life,1536,1488,186502,wikiart,Pop Art,Still Life Ingredients,train_and_test,TRUE,89764.jpg
Bernardo Bellotto,c.1750,cityscape,2048,1116,168706,wikiart,Rococo,"View of Dresden, the Dresden fortifications, moat with a bridge between gate and post mile pillar Wilsche",train_and_test,TRUE,26938.jpg
Duccio,1311,religious painting,1400,1632,721686,wikiart,Proto Renaissance,The Betrayal of Judas (Fragment) ,train_and_test,TRUE,56348.jpg
Asano Takeji,1932,cityscape,1800,1269,719127,wikiart,Sōsaku hanga,Moonlit Night at the Museum,train_only,TRUE,647.jpg
Erte,,design,1757,1300,1670126,wikiart,Art Deco,The Nile,train_and_test,TRUE,78154.jpg
Lolo Soldevilla,,abstract,1860,1228,212989,wikiart,Concretism,unknown title,train_and_test,TRUE,80662.jpg
Norman Rockwell,,genre painting,1362,1677,248151,wikiart,Regionalism,Forgotten facts about Washington,train_and_test,TRUE,10694.jpg
Paolo Uccello,1469,religious painting,2048,1115,238862,wikiart,Early Renaissance,Two angels and two devils,train_and_test,TRUE,14131.jpg
Giovanni Battista Tiepolo,1728,religious painting,2048,1115,189274,wikiart,Rococo,The Judgment of Solomon,train_and_test,TRUE,96651.jpg
Ivan Grohar,1907,genre painting,1600,1427,1686274,wikipedia,Impressionism,The Sower,train_and_test,TRUE,8869.jpg
Rene Magritte,1948,allegorical painting,1184,1928,309044,wikiart,Surrealism,Lola de Valence,train_and_test,TRUE,33731.jpg
Edvard Munch,1908,genre painting,1728,1321,440908,wikiart,Expressionism,Worker and Child,train_and_test,TRUE,75842.jpg
Ernst Ludwig Kirchner,1913,nude painting (nu),1278,1786,1009132,wikiart,Expressionism,Nude Woman Combing Her Hair,train_and_test,TRUE,53987.jpg
Raphael Kirchner,,design,1200,1902,176192,wikiart,Art Nouveau (Modern),Gui de Paris,train_and_test,TRUE,96003.jpg
Nicholas Roerich,1922,cityscape,1800,1268,1640952,wikiart,Symbolism,Pskov,train_and_test,TRUE,94879.jpg
Joan Miro,1941,abstract,1330,1716,275318,wikiart,Surrealism,Dones rodejades pel vol d'un ocell,train_and_test,TRUE,96764.jpg
John William Godward,1908,genre painting,1141,2000,281343,wikiart,Neoclassicism,Phyleis,train_and_test,TRUE,34340.jpg
Viktor Vasnetsov,1889,mythological painting,1300,1755,803439,wikiart,Romanticism,Ivan Tsarevich Riding the Grey Wolf,train_and_test,TRUE,60214.jpg
Georgia O'Keeffe,,landscape,2048,1114,143113,wikiart,Precisionism,Black Hills with Cedar,train_and_test,TRUE,26264.jpg
Duccio,1311,religious painting,1400,1629,654839,wikiart,Proto Renaissance,Christ and the Samaritan woman (Fragment) ,train_and_test,TRUE,82927.jpg
Nicholas Roerich,1931,religious painting,1267,1800,1393078,wikiart,Symbolism,St. Francis,train_and_test,TRUE,53871.jpg
Louis Comfort Tiffany,1915,design,2621,870,527491,wikiart,Art Nouveau (Modern),Window ,train_and_test,TRUE,32351.jpg
Lucas Cranach the Elder,c.1540,mythological painting,1000,2280,158582,wikiart,Northern Renaissance,Venus and Cupid,train_and_test,TRUE,91010.jpg
Olga Rozanova,1913,illustration,1425,1600,840554,wikiart,,Magazine  Souz Molodyozhi [Union of Youth],train_only,TRUE,14695.jpg
Agostino Carracci,1578,religious painting,1252,1821,193882,wikiart,Baroque,"St. Agatha, from the episode ""Holy Women""",train_and_test,TRUE,20075.jpg
Maki Haku,,abstract,1266,1800,731408,wikiart,Sōsaku hanga,Poem 71-58,train_only,TRUE,86211.jpg
Gustave Dore,c.1868,illustration,1331,1712,582906,wikiart,Romanticism,The Hare and the Frogs,train_and_test,TRUE,3699.jpg
Dante Gabriel Rossetti,,literary painting,1443,1579,4327205,wikiart,Romanticism,Sir Tristram and la Belle,train_and_test,TRUE,40698.jpg
Marc Chagall,1929,cityscape,1684,1353,363392,wikiart,Naïve Art (Primitivism),Russian village,train_and_test,TRUE,77641.jpg
Fernand Leger,1919,abstract,1758,1296,487038,wikiart,Tubism,The level crossing (final state),train_and_test,TRUE,6551.jpg
Hans Memling,1479,religious painting,1000,2278,195388,wikiart,Northern Renaissance,"Triptych of the Mystical Marriage of St. Catherine of Alexandria, right wing, scene of St. John the Evangelist in Patmos",train_and_test,TRUE,43452.jpg
Duccio,1311,religious painting,1400,1627,833644,wikiart,Proto Renaissance,Madonna and Child on a throne (Front side fragment),train_and_test,TRUE,59432.jpg
Claudio Bravo,1987,portrait,1206,1888,332184,wikiart,Hyper-Realism,The veil,train_and_test,TRUE,24420.jpg
Duccio,1311,religious painting,1400,1626,934173,wikiart,Proto Renaissance,Apostle Philip,train_and_test,TRUE,67069.jpg
Duccio,1311,religious painting,1400,1626,1115086,wikiart,Proto Renaissance,Mockery of Christ (Fragment),train_and_test,TRUE,85535.jpg
Richard Diebenkorn,,abstract,1137,2002,297770,wikiart,Abstract Expressionism,Sausalito,train_and_test,TRUE,80373.jpg
Umberto Boccioni,1911,genre painting,1858,1225,445771,wikiart,Divisionism,The City Rises,train_and_test,TRUE,5104.jpg
Frederic Leighton,,sketch and study,1167,1950,504502,wikiart,Academicism,Drapery. Study for The Last Watch of Hero.,train_and_test,TRUE,59986.jpg
Paul Delvaux,1964,cityscape,2169,1049,472926,wikiart,Surrealism,Aurore ,train_and_test,TRUE,68474.jpg
Ivan Aivazovsky,1846,genre painting,1896,1200,231157,wikiart,Romanticism,Russian squadron on the raid of Sevastopol,train_and_test,TRUE,598.jpg
Theo van Doesburg,,design,1958,1162,326678,wikiart,Neoplasticism,Color design for the ceiling of the Cafe Brasserie,train_and_test,TRUE,1102.jpg
Juan Carlos Castagnino,,genre painting,1591,1430,270588,wikiart,New Realism,Chico y perro,train_only,TRUE,90151.jpg
Duccio,1311,religious painting,1400,1625,914476,wikiart,Proto Renaissance,Descent of the Holy Spirit upon the Apostles (Fragment) ,train_and_test,TRUE,16885.jpg
Fernand Leger,,genre painting,1368,1663,163646,wikiart,Naïve Art (Primitivism),Three musicians,train_and_test,TRUE,7302.jpg
Childe Hassam,1890,still life,1652,1377,297139,wikiart,Impressionism,Roses in a Vase,train_and_test,TRUE,42482.jpg
Giovanni Battista Tiepolo,c.1730,mythological painting,1000,2274,188361,wikiart,Rococo,Eteokles and Polyneikes,train_and_test,TRUE,43634.jpg
Antoni Tapies,1992,abstract,1421,1600,565239,wikiart,Art Informel,Four ,train_and_test,TRUE,61007.jpg
Ivan Shishkin,1888,landscape,1725,1318,964435,wikiart,Realism,Mixed Forest. Shmetsk Near Narva,train_and_test,TRUE,98078.jpg
Nicholas Roerich,1922,religious painting,1800,1263,2098590,wikiart,Art Nouveau (Modern),And we see,train_and_test,TRUE,3668.jpg
Lucas Cranach the Elder,1529,religious painting,1679,1354,1291514,wikiart,Northern Renaissance,Law and Grace,train_and_test,TRUE,92075.jpg
Alice Neel,1970,portrait,1480,1536,265739,wikiart,Expressionism,"The Family (John Gruen, Jane Wilson and Julia)",train_only,TRUE,32706.jpg
Frantisek Kupka,1908,self-portrait,1584,1435,1136725,wikiart,Impressionism,Self-Portrait with Wife,train_and_test,TRUE,6773.jpg
Pierre-Paul Prud'hon,1800,sketch and study,1119,2031,2268683,wikiart,Neoclassicism,Drawing of Female Nude with charcoal and chalk,train_and_test,TRUE,99222.jpg
Georges Braque,1948,genre painting,1322,1719,430519,wikiart,Expressionism,Woman with washstand,train_and_test,TRUE,61174.jpg
Utagawa Kuniyoshi,,mythological painting,1792,1268,696526,wikiart,Ukiyo-e,Heroes of china and Japan,train_and_test,TRUE,2404.jpg
Grandma Moses,1950,genre painting,1775,1280,267396,wikiart,Naïve Art (Primitivism),The Quilting Bee,train_and_test,TRUE,93984.jpg
Salvador Dali,1960,genre painting,1420,1600,1547556,wikiart,Expressionism,The Servant of the Disciples at Emmaus,train_and_test,TRUE,52378.jpg
Joan Miro,1919,poster,1265,1796,293295,wikiart,Cubism,L'instant,train_and_test,TRUE,75301.jpg
Nicholas Roerich,1922,cityscape,1800,1262,2509791,wikiart,Symbolism,And we bring the light,train_and_test,TRUE,60777.jpg
Gustave Courbet,1855,landscape,2048,1109,306592,wikiart,Realism,Rocky landscape near Flagey,train_and_test,TRUE,30804.jpg
Kathe Kollwitz,1922,genre painting,1751,1297,265347,wikiart,Expressionism,The Volunteers,train_and_test,TRUE,63090.jpg
Shitao,1695,landscape,1701,1335,542728,wikiart,Ink and wash painting,The Hermitage at the foot of the mountains,train_and_test,TRUE,70389.jpg
Honore Daumier,c.1863,genre painting,1363,1666,373547,wikiart,Realism,The Etching Amateur,train_and_test,TRUE,30447.jpg
Katsushika Hokusai,,landscape,2534,896,678736,wikiart,Ukiyo-e,Mount Fuji seen throught cherry blossom,train_and_test,TRUE,14793.jpg
Arshile Gorky,,abstract,1600,1419,758916,wikiart,Abstract Expressionism,Water of the Flowery Mill,train_only,TRUE,20692.jpg
Ben Nicholson,1967,sketch and study,1536,1478,154626,wikiart,Cubism,Turkish sundial & column,train_and_test,TRUE,63960.jpg
Leon Ferrari,1982,abstract,1478,1536,241927,wikiart,Conceptual Art,Spiral,train_and_test,TRUE,51093.jpg
Bob Law,1967,abstract,1536,1478,38677,wikiart,Minimalism,No. 62 (Black/Blue/Violet/Blue),train_only,TRUE,56217.jpg
Ivan Shishkin,1882,landscape,1227,1850,1707843,wikiart,Realism,At the edge of a pine forest,train_and_test,TRUE,12006.jpg
Volodymyr Orlovsky,1883,landscape,1400,1621,426801,wikiart,Realism,Kislovodsk,train_and_test,TRUE,9076.jpg
Thomas Eakins,c.1900,portrait,1375,1650,206194,wikiart,Realism,Clara (Clara J. Mather,train_and_test,TRUE,15880.jpg
Richard Diebenkorn,,portrait,1537,1476,344197,wikiart,Expressionism,Woman Outside,train_and_test,TRUE,68741.jpg
Max Ernst,1920,symbolic painting,1294,1753,448916,wikiart,Dada,Pleiades,train_and_test,TRUE,81779.jpg
Georgia O'Keeffe,,landscape,1368,1658,191414,wikiart,Precisionism,Spring,train_and_test,TRUE,16097.jpg
Alphonse Mucha,1919,portrait,1502,1510,443862,wikiart,Romanticism,Jaroslava and Jiri The Artist s Children,train_and_test,TRUE,29185.jpg
Oskar Kokoschka,1919,self-portrait,1290,1758,265122,wikiart,Expressionism,Self-Portrait with Hand by his face.,train_and_test,TRUE,2108.jpg
Maurice Prendergast,c.1915,genre painting,1820,1246,321986,wikiart,Post-Impressionism,Picnic,train_and_test,TRUE,80872.jpg
Edvard Munch,1905,genre painting,1705,1330,512054,wikiart,Expressionism,From Thuringewald,train_and_test,TRUE,76798.jpg
Laszlo Moholy-Nagy,1936,abstract,1600,1417,717832,wikiart,Kinetic Art,Space Modulator L3,train_and_test,TRUE,100298.jpg
Andre Lanskoy,,abstract,1335,1698,1135131,wikiart,Tachisme,L'eclair magique,train_and_test,TRUE,7889.jpg
Andre Lanskoy,1955,abstract,1698,1335,1176660,wikiart,Tachisme,Composition Spatiale,train_and_test,TRUE,37759.jpg
Limbourg brothers,,illustration,1238,1831,449700,wikiart,International Gothic,The Meeting of the Magi,train_and_test,TRUE,92014.jpg
Rene Magritte,1953,marina,1664,1362,487142,wikiart,Surrealism,The seducer,train_and_test,TRUE,51933.jpg
James Tissot,,portrait,1133,2000,826518,wikiart,Realism,The Window,train_and_test,TRUE,30121.jpg
Claude Monet,1904,cityscape,1600,1416,680030,wikiart,Impressionism,"Houses of Parliament, Sunset",train_and_test,TRUE,41158.jpg
Rene Magritte,1936,symbolic painting,1285,1763,319433,wikiart,Surrealism,The Key to the Fields,train_and_test,TRUE,63439.jpg
Jules Breton,1866,genre painting,1800,1258,556668,wikiart,Realism,A Spring by the Sea,train_and_test,TRUE,71846.jpg
Auguste Herbin,1917,abstract,1200,1887,605429,wikiart,Cubism,Composition cubiste ,train_and_test,TRUE,24928.jpg
Jan Steen,1660,genre painting,1600,1415,567078,wikiart,Baroque,In the Tavern,train_and_test,TRUE,29655.jpg
Konstantin Korovin,1914,interior,1746,1296,902186,wikiart,Impressionism,Pier in Gurzuf,train_and_test,TRUE,82257.jpg
Fernand Leger,1921,design,1746,1296,439006,wikiart,Cubism,Skating Rink drawing of decoration,train_and_test,TRUE,10148.jpg
Georges Braque,1957,animal painting,1793,1262,247864,wikiart,Expressionism,A Bird Passing through a Cloud,train_and_test,TRUE,76252.jpg
Felix Vallotton ,1902,portrait,1599,1415,356100,wikiart,Post-Impressionism,Portrait of Verlaine,train_and_test,TRUE,82552.jpg
Pablo Picasso,1906,sketch and study,1179,1919,164115,wikiart,Expressionism,Seated nude,train_and_test,TRUE,89905.jpg
Romul Nutiu,2010,abstract,1172,1930,1252889,wikiart,Tachisme,Flow,train_only,TRUE,18666.jpg
Henri Rousseau,,flower painting,1231,1837,391353,wikiart,Naïve Art (Primitivism),Vase of Flowers ,train_and_test,TRUE,4663.jpg
Fra Angelico,c.1450,religious painting,1330,1700,1887619,wikiart,Early Renaissance,Bosco ai Frati Altarpiece,train_and_test,TRUE,93906.jpg
Pablo Picasso,1906,nude painting (nu),1174,1925,456441,wikiart,Expressionism,Standing female nude,train_and_test,TRUE,3110.jpg
Duccio,1311,religious painting,1400,1614,761043,wikiart,Proto Renaissance,Madonna and Child on a throne (Front side fragment),train_and_test,TRUE,28005.jpg
Giovanni Battista Tiepolo,c.1730,history painting,1000,2259,178676,wikiart,Rococo,Hannibal looks at the head of Hasdrubal,train_and_test,TRUE,94922.jpg
